,ubigeo,distrito,tipo_area,poblacion,porcentaje,acumulado_porcentaje,anio
2831,101006,SAN FRANCISCO DE ASIS,Area Rural,1530,67.08,100.0,2005
2832,101006,SAN FRANCISCO DE ASIS,Total,2281,100.0,100.0,2005
2833,101007,SAN MIGUEL DE CAURI,Area Urbana,1241,13.72,13.72,2005
2834,101007,SAN MIGUEL DE CAURI,Area Rural,7801,86.28,100.0,2005
2835,101007,SAN MIGUEL DE CAURI,Total,9042,100.0,100.0,2005
2836,101101,CHAVINILLO,Area Urbana,1919,18.71,18.71,2005
2837,101101,CHAVINILLO,Area Rural,8340,81.29,100.0,2005
2838,101101,CHAVINILLO,Total,10259,100.0,100.0,2005
2839,101102,CAHUAC,Area Urbana,962,50.23,50.23,2005
2840,101102,CAHUAC,Area Rural,953,49.77,100.0,2005
2841,101102,CAHUAC,Total,1915,100.0,100.0,2005
2842,101103,CHACABAMBA,Area Urbana,319,17.37,17.37,2005
2843,101103,CHACABAMBA,Area Rural,1518,82.63,100.0,2005
2844,101103,CHACABAMBA,Total,1837,100.0,100.0,2005
2845,101104,APARICIO POMARES,Area Urbana,1470,16.35,16.35,2005
2846,101104,APARICIO POMARES,Area Rural,7523,83.65,100.0,2005
2847,101104,APARICIO POMARES,Total,8993,100.0,100.0,2005
2848,101105,JACAS CHICO,Area Urbana,942,39.98,39.98,2005
2849,101105,JACAS CHICO,Area Rural,1414,60.02,100.0,2005
2850,101105,JACAS CHICO,Total,2356,100.0,100.0,2005
2851,101106,OBAS,Area Urbana,948,15.13,15.13,2005
2852,101106,OBAS,Area Rural,5318,84.87,100.0,2005
2853,101106,OBAS,Total,6266,100.0,100.0,2005
2854,101107,PAMPAMARCA,Area Urbana,739,24.8,24.8,2005
2855,101107,PAMPAMARCA,Area Rural,2241,75.2,100.0,2005
2856,101107,PAMPAMARCA,Total,2980,100.0,100.0,2005
2857,101108,CHORAS,Area Urbana,800,19.02,19.02,2005
2858,101108,CHORAS,Area Rural,3407,80.98,100.0,2005
2859,101108,CHORAS,Total,4207,100.0,100.0,2005
2860,110101,ICA,Area Urbana,117365,99.6,99.6,2005
2861,110101,ICA,Area Rural,474,0.4,100.0,2005
2862,110101,ICA,Total,117839,100.0,100.0,2005
2863,110102,LA TINGUIÑA,Area Urbana,26965,89.42,89.42,2005
2864,110102,LA TINGUIÑA,Area Rural,3191,10.58,100.0,2005
2865,110102,LA TINGUIÑA,Total,30156,100.0,100.0,2005
2866,110103,LOS AQUIJES,Area Urbana,12846,85.49,85.49,2005
2867,110103,LOS AQUIJES,Area Rural,2180,14.51,100.0,2005
2868,110103,LOS AQUIJES,Total,15026,100.0,100.0,2005
2869,110104,OCUCAJE,Area Urbana,1332,38.1,38.1,2005
2870,110104,OCUCAJE,Area Rural,2164,61.9,100.0,2005
2871,110104,OCUCAJE,Total,3496,100.0,100.0,2005
2872,110105,PACHACUTEC,Area Urbana,4929,87.1,87.1,2005
2873,110105,PACHACUTEC,Area Rural,730,12.9,100.0,2005
2874,110105,PACHACUTEC,Total,5659,100.0,100.0,2005
2875,110106,PARCONA,Area Urbana,45290,96.59,96.59,2005
2876,110106,PARCONA,Area Rural,1599,3.41,100.0,2005
2877,110106,PARCONA,Total,46889,100.0,100.0,2005
2878,110107,PUEBLO NUEVO,Area Urbana,1963,42.84,42.84,2005
2879,110107,PUEBLO NUEVO,Area Rural,2619,57.16,100.0,2005
2880,110107,PUEBLO NUEVO,Total,4582,100.0,100.0,2005
2881,110108,SALAS,Area Urbana,12985,93.28,93.28,2005
2882,110108,SALAS,Area Rural,936,6.72,100.0,2005
2883,110108,SALAS,Total,13921,100.0,100.0,2005
2884,110109,SAN JOSE DE LOS MOLINOS,Area Urbana,3942,68.75,68.75,2005
2885,110109,SAN JOSE DE LOS MOLINOS,Area Rural,1792,31.25,100.0,2005
2886,110109,SAN JOSE DE LOS MOLINOS,Total,5734,100.0,100.0,2005
2887,110110,SAN JUAN BAUTISTA,Area Urbana,9634,84.64,84.64,2005
2888,110110,SAN JUAN BAUTISTA,Area Rural,1748,15.36,100.0,2005
2889,110110,SAN JUAN BAUTISTA,Total,11382,100.0,100.0,2005
2890,110111,SANTIAGO,Area Urbana,14432,67.35,67.35,2005
2891,110111,SANTIAGO,Area Rural,6995,32.65,100.0,2005
2892,110111,SANTIAGO,Total,21427,100.0,100.0,2005
2893,110112,SUBTANJALLA,Area Urbana,16187,95.61,95.61,2005
2894,110112,SUBTANJALLA,Area Rural,744,4.39,100.0,2005
2895,110112,SUBTANJALLA,Total,16931,100.0,100.0,2005
2896,110113,TATE,Area Urbana,3463,93.62,93.62,2005
2897,110113,TATE,Area Rural,236,6.38,100.0,2005
2898,110113,TATE,Total,3699,100.0,100.0,2005
2899,110114,YAUCA DEL ROSARIO,Area Urbana,79,7.67,7.67,2005
2900,110114,YAUCA DEL ROSARIO,Area Rural,951,92.33,100.0,2005
2901,110114,YAUCA DEL ROSARIO,Total,1030,100.0,100.0,2005
2902,110201,CHINCHA ALTA,Area Urbana,56085,100.0,100.0,2005
2903,110201,CHINCHA ALTA,Total,56085,100.0,100.0,2005
2904,110202,ALTO LARAN,Area Urbana,3310,51.21,51.21,2005
2905,110202,ALTO LARAN,Area Rural,3153,48.79,100.0,2005
2906,110202,ALTO LARAN,Total,6463,100.0,100.0,2005
2907,110203,CHAVIN,Area Urbana,170,17.56,17.56,2005
2908,110203,CHAVIN,Area Rural,798,82.44,100.0,2005
2909,110203,CHAVIN,Total,968,100.0,100.0,2005
2910,110204,CHINCHA BAJA,Area Urbana,4954,41.11,41.11,2005
2911,110204,CHINCHA BAJA,Area Rural,7098,58.89,100.0,2005
2912,110204,CHINCHA BAJA,Total,12052,100.0,100.0,2005
2913,110205,EL CARMEN,Area Urbana,4727,40.73,40.73,2005
2914,110205,EL CARMEN,Area Rural,6880,59.27,100.0,2005
2915,110205,EL CARMEN,Total,11607,100.0,100.0,2005
2916,110206,GROCIO PRADO,Area Urbana,16472,88.28,88.28,2005
2917,110206,GROCIO PRADO,Area Rural,2186,11.72,100.0,2005
2918,110206,GROCIO PRADO,Total,18658,100.0,100.0,2005
2919,110207,PUEBLO NUEVO,Area Urbana,47150,100.0,100.0,2005
2920,110207,PUEBLO NUEVO,Total,47150,100.0,100.0,2005
2921,110208,SAN JUAN DE YANAC,Area Urbana,234,27.11,27.11,2005
2922,110208,SAN JUAN DE YANAC,Area Rural,629,72.89,100.0,2005
2923,110208,SAN JUAN DE YANAC,Total,863,100.0,100.0,2005
2924,110209,SAN PEDRO DE HUACARPANA,Area Urbana,298,20.78,20.78,2005
2925,110209,SAN PEDRO DE HUACARPANA,Area Rural,1136,79.22,100.0,2005
2926,110209,SAN PEDRO DE HUACARPANA,Total,1434,100.0,100.0,2005
2927,110210,SUNAMPE,Area Urbana,20770,95.21,95.21,2005
2928,110210,SUNAMPE,Area Rural,1045,4.79,100.0,2005
2929,110210,SUNAMPE,Total,21815,100.0,100.0,2005
2930,110211,TAMBO DE MORA,Area Urbana,3574,76.33,76.33,2005
2931,110211,TAMBO DE MORA,Area Rural,1108,23.67,100.0,2005
2932,110211,TAMBO DE MORA,Total,4682,100.0,100.0,2005
2933,110301,NAZCA,Area Urbana,22132,88.09,88.09,2005
2934,110301,NAZCA,Area Rural,2993,11.91,100.0,2005
2935,110301,NAZCA,Total,25125,100.0,100.0,2005
2936,110302,CHANGUILLO,Area Urbana,964,43.54,43.54,2005
2937,110302,CHANGUILLO,Area Rural,1250,56.46,100.0,2005
2938,110302,CHANGUILLO,Total,2214,100.0,100.0,2005
2939,110303,EL INGENIO,Area Urbana,1477,44.18,44.18,2005
2940,110303,EL INGENIO,Area Rural,1866,55.82,100.0,2005
2941,110303,EL INGENIO,Total,3343,100.0,100.0,2005
2942,110304,MARCONA,Area Urbana,11556,99.88,99.88,2005
2943,110304,MARCONA,Area Rural,14,0.12,100.0,2005
2944,110304,MARCONA,Total,11570,100.0,100.0,2005
2945,110305,VISTA ALEGRE,Area Urbana,11580,85.37,85.37,2005
2946,110305,VISTA ALEGRE,Area Rural,1984,14.63,100.0,2005
2947,110305,VISTA ALEGRE,Total,13564,100.0,100.0,2005
2948,110401,PALPA,Area Urbana,5958,81.33,81.33,2005
2949,110401,PALPA,Area Rural,1368,18.67,100.0,2005
2950,110401,PALPA,Total,7326,100.0,100.0,2005
2951,110402,LLIPATA,Area Urbana,934,62.52,62.52,2005
2952,110402,LLIPATA,Area Rural,560,37.48,100.0,2005
2953,110402,LLIPATA,Total,1494,100.0,100.0,2005
2954,110403,RIO GRANDE,Area Urbana,1295,43.04,43.04,2005
2955,110403,RIO GRANDE,Area Rural,1714,56.96,100.0,2005
2956,110403,RIO GRANDE,Total,3009,100.0,100.0,2005
2957,110404,SANTA CRUZ,Area Urbana,24,2.26,2.26,2005
2958,110404,SANTA CRUZ,Area Rural,1036,97.74,100.0,2005
2959,110404,SANTA CRUZ,Total,1060,100.0,100.0,2005
2960,110405,TIBILLO,Area Urbana,259,54.64,54.64,2005
2961,110405,TIBILLO,Area Rural,215,45.36,100.0,2005
2962,110405,TIBILLO,Total,474,100.0,100.0,2005
2963,110501,PISCO,Area Urbana,53857,99.38,99.38,2005
2964,110501,PISCO,Area Rural,336,0.62,100.0,2005
2965,110501,PISCO,Total,54193,100.0,100.0,2005
2966,110502,HUANCANO,Area Urbana,268,17.54,17.54,2005
2967,110502,HUANCANO,Area Rural,1260,82.46,100.0,2005
2968,110502,HUANCANO,Total,1528,100.0,100.0,2005
2969,110503,HUMAY,Area Urbana,3021,54.94,54.94,2005
2970,110503,HUMAY,Area Rural,2478,45.06,100.0,2005
2971,110503,HUMAY,Total,5499,100.0,100.0,2005
2972,110504,INDEPENDENCIA,Area Urbana,3485,31.21,31.21,2005
2973,110504,INDEPENDENCIA,Area Rural,7681,68.79,100.0,2005
2974,110504,INDEPENDENCIA,Total,11166,100.0,100.0,2005
2975,110505,PARACAS,Area Urbana,835,66.69,66.69,2005
2976,110505,PARACAS,Area Rural,417,33.31,100.0,2005
2977,110505,PARACAS,Total,1252,100.0,100.0,2005
2978,110506,SAN ANDRES,Area Urbana,12860,90.99,90.99,2005
2979,110506,SAN ANDRES,Area Rural,1274,9.01,100.0,2005
2980,110506,SAN ANDRES,Total,14134,100.0,100.0,2005
2981,110507,SAN CLEMENTE,Area Urbana,16928,97.56,97.56,2005
2982,110507,SAN CLEMENTE,Area Rural,423,2.44,100.0,2005
2983,110507,SAN CLEMENTE,Total,17351,100.0,100.0,2005
2984,110508,TUPAC AMARU INCA,Area Urbana,11570,98.54,98.54,2005
2985,110508,TUPAC AMARU INCA,Area Rural,172,1.46,100.0,2005
2986,110508,TUPAC AMARU INCA,Total,11742,100.0,100.0,2005
2987,120101,HUANCAYO,Area Urbana,101917,97.89,97.89,2005
2988,120101,HUANCAYO,Area Rural,2200,2.11,100.0,2005
2989,120101,HUANCAYO,Total,104117,100.0,100.0,2005
2990,120104,CARHUACALLANGA,Area Urbana,496,98.22,98.22,2005
2991,120104,CARHUACALLANGA,Area Rural,9,1.78,100.0,2005
2992,120104,CARHUACALLANGA,Total,505,100.0,100.0,2005
2993,120105,CHACAPAMPA,Area Urbana,565,40.62,40.62,2005
2994,120105,CHACAPAMPA,Area Rural,826,59.38,100.0,2005
2995,120105,CHACAPAMPA,Total,1391,100.0,100.0,2005
2996,120106,CHICCHE,Area Urbana,623,45.21,45.21,2005
2997,120106,CHICCHE,Area Rural,755,54.79,100.0,2005
2998,120106,CHICCHE,Total,1378,100.0,100.0,2005
2999,120107,CHILCA,Area Urbana,69945,94.15,94.15,2005
3000,120107,CHILCA,Area Rural,4343,5.85,100.0,2005
3001,120107,CHILCA,Total,74288,100.0,100.0,2005
3002,120108,CHONGOS ALTO,Area Urbana,1302,71.58,71.58,2005
3003,120108,CHONGOS ALTO,Area Rural,517,28.42,100.0,2005
3004,120108,CHONGOS ALTO,Total,1819,100.0,100.0,2005
3005,120111,CHUPURO,Area Urbana,689,27.63,27.63,2005
3006,120111,CHUPURO,Area Rural,1805,72.37,100.0,2005
3007,120111,CHUPURO,Total,2494,100.0,100.0,2005
3008,120112,COLCA,Area Urbana,1029,61.07,61.07,2005
3009,120112,COLCA,Area Rural,656,38.93,100.0,2005
3010,120112,COLCA,Total,1685,100.0,100.0,2005
3011,120113,CULLHUAS,Area Urbana,554,18.84,18.84,2005
3012,120113,CULLHUAS,Area Rural,2386,81.16,100.0,2005
3013,120113,CULLHUAS,Total,2940,100.0,100.0,2005
3014,120114,EL TAMBO,Area Urbana,135092,94.28,94.28,2005
3015,120114,EL TAMBO,Area Rural,8190,5.72,100.0,2005
3016,120114,EL TAMBO,Total,143282,100.0,100.0,2005
3017,120116,HUACRAPUQUIO,Area Urbana,1210,76.15,76.15,2005
3018,120116,HUACRAPUQUIO,Area Rural,379,23.85,100.0,2005
3019,120116,HUACRAPUQUIO,Total,1589,100.0,100.0,2005
3020,120117,HUALHUAS,Area Urbana,2276,64.18,64.18,2005
3021,120117,HUALHUAS,Area Rural,1270,35.82,100.0,2005
3022,120117,HUALHUAS,Total,3546,100.0,100.0,2005
3023,120119,HUANCAN,Area Urbana,5370,51.38,51.38,2005
3024,120119,HUANCAN,Area Rural,5081,48.62,100.0,2005
3025,120119,HUANCAN,Total,10451,100.0,100.0,2005
3026,120120,HUASICANCHA,Area Urbana,861,78.06,78.06,2005
3027,120120,HUASICANCHA,Area Rural,242,21.94,100.0,2005
3028,120120,HUASICANCHA,Total,1103,100.0,100.0,2005
3029,120121,HUAYUCACHI,Area Urbana,5758,67.72,67.72,2005
3030,120121,HUAYUCACHI,Area Rural,2745,32.28,100.0,2005
3031,120121,HUAYUCACHI,Total,8503,100.0,100.0,2005
3032,120122,INGENIO,Area Urbana,1911,68.08,68.08,2005
3033,120122,INGENIO,Area Rural,896,31.92,100.0,2005
3034,120122,INGENIO,Total,2807,100.0,100.0,2005
3035,120124,PARIAHUANCA,Area Urbana,169,2.06,2.06,2005
3036,120124,PARIAHUANCA,Area Rural,8027,97.94,100.0,2005
3037,120124,PARIAHUANCA,Total,8196,100.0,100.0,2005
3038,120125,PILCOMAYO,Area Urbana,12405,100.0,100.0,2005
3039,120125,PILCOMAYO,Total,12405,100.0,100.0,2005
3040,120126,PUCARA,Area Urbana,1966,31.79,31.79,2005
3041,120126,PUCARA,Area Rural,4218,68.21,100.0,2005
3042,120126,PUCARA,Total,6184,100.0,100.0,2005
3043,120127,QUICHUAY,Area Urbana,1213,55.49,55.49,2005
3044,120127,QUICHUAY,Area Rural,973,44.51,100.0,2005
3045,120127,QUICHUAY,Total,2186,100.0,100.0,2005
3046,120128,QUILCAS,Area Urbana,2586,62.86,62.86,2005
3047,120128,QUILCAS,Area Rural,1528,37.14,100.0,2005
3048,120128,QUILCAS,Total,4114,100.0,100.0,2005
3049,120129,SAN AGUSTIN,Area Urbana,8026,85.96,85.96,2005
3050,120129,SAN AGUSTIN,Area Rural,1311,14.04,100.0,2005
3051,120129,SAN AGUSTIN,Total,9337,100.0,100.0,2005
3052,120130,SAN JERONIMO DE TUNAN,Area Urbana,8505,92.84,92.84,2005
3053,120130,SAN JERONIMO DE TUNAN,Area Rural,656,7.16,100.0,2005
3054,120130,SAN JERONIMO DE TUNAN,Total,9161,100.0,100.0,2005
3055,120132,SAÑO,Area Urbana,3050,74.39,74.39,2005
3056,120132,SAÑO,Area Rural,1050,25.61,100.0,2005
3057,120132,SAÑO,Total,4100,100.0,100.0,2005
3058,120133,SAPALLANGA,Area Urbana,9342,67.32,67.32,2005
3059,120133,SAPALLANGA,Area Rural,4536,32.68,100.0,2005
3060,120133,SAPALLANGA,Total,13878,100.0,100.0,2005
3061,120134,SICAYA,Area Urbana,6672,91.72,91.72,2005
3062,120134,SICAYA,Area Rural,602,8.28,100.0,2005
3063,120134,SICAYA,Total,7274,100.0,100.0,2005
3064,120135,SANTO DOMINGO DE ACOBAMBA,Area Urbana,300,3.68,3.68,2005
3065,120135,SANTO DOMINGO DE ACOBAMBA,Area Rural,7857,96.32,100.0,2005
3066,120135,SANTO DOMINGO DE ACOBAMBA,Total,8157,100.0,100.0,2005
3067,120136,VIQUES,Area Urbana,1422,97.06,97.06,2005
3068,120136,VIQUES,Area Rural,43,2.94,100.0,2005
3069,120136,VIQUES,Total,1465,100.0,100.0,2005
3070,120201,CONCEPCION,Area Urbana,10622,80.59,80.59,2005
3071,120201,CONCEPCION,Area Rural,2558,19.41,100.0,2005
3072,120201,CONCEPCION,Total,13180,100.0,100.0,2005
3073,120202,ACO,Area Urbana,1494,69.52,69.52,2005
3074,120202,ACO,Area Rural,655,30.48,100.0,2005
3075,120202,ACO,Total,2149,100.0,100.0,2005
3076,120203,ANDAMARCA,Area Urbana,406,6.6,6.6,2005
3077,120203,ANDAMARCA,Area Rural,5745,93.4,100.0,2005
3078,120203,ANDAMARCA,Total,6151,100.0,100.0,2005
3079,120204,CHAMBARA,Area Urbana,647,19.86,19.86,2005
3080,120204,CHAMBARA,Area Rural,2610,80.14,100.0,2005
3081,120204,CHAMBARA,Total,3257,100.0,100.0,2005
3082,120205,COCHAS,Area Urbana,518,20.08,20.08,2005
3083,120205,COCHAS,Area Rural,2062,79.92,100.0,2005
3084,120205,COCHAS,Total,2580,100.0,100.0,2005
3085,120206,COMAS,Area Urbana,1064,13.38,13.38,2005
3086,120206,COMAS,Area Rural,6888,86.62,100.0,2005
3087,120206,COMAS,Total,7952,100.0,100.0,2005
3088,120207,HEROINAS TOLEDO,Area Urbana,195,12.95,12.95,2005
3089,120207,HEROINAS TOLEDO,Area Rural,1311,87.05,100.0,2005
3090,120207,HEROINAS TOLEDO,Total,1506,100.0,100.0,2005
3091,120208,MANZANARES,Area Urbana,1499,89.81,89.81,2005
3092,120208,MANZANARES,Area Rural,170,10.19,100.0,2005
3093,120208,MANZANARES,Total,1669,100.0,100.0,2005
3094,120209,MARISCAL CASTILLA,Area Urbana,450,26.12,26.12,2005
3095,120209,MARISCAL CASTILLA,Area Rural,1273,73.88,100.0,2005
3096,120209,MARISCAL CASTILLA,Total,1723,100.0,100.0,2005
3097,120210,MATAHUASI,Area Urbana,2632,51.89,51.89,2005
3098,120210,MATAHUASI,Area Rural,2440,48.11,100.0,2005
3099,120210,MATAHUASI,Total,5072,100.0,100.0,2005
3100,120211,MITO,Area Urbana,753,47.12,47.12,2005
3101,120211,MITO,Area Rural,845,52.88,100.0,2005
3102,120211,MITO,Total,1598,100.0,100.0,2005
3103,120212,NUEVE DE JULIO,Area Urbana,1316,66.73,66.73,2005
3104,120212,NUEVE DE JULIO,Area Rural,656,33.27,100.0,2005
3105,120212,NUEVE DE JULIO,Total,1972,100.0,100.0,2005
3106,120213,ORCOTUNA,Area Urbana,3737,89.64,89.64,2005
3107,120213,ORCOTUNA,Area Rural,432,10.36,100.0,2005
3108,120213,ORCOTUNA,Total,4169,100.0,100.0,2005
3109,120214,SAN JOSE DE QUERO,Area Urbana,2302,34.51,34.51,2005
3110,120214,SAN JOSE DE QUERO,Area Rural,4369,65.49,100.0,2005
3111,120214,SAN JOSE DE QUERO,Total,6671,100.0,100.0,2005
3112,120215,SANTA ROSA DE OCOPA,Area Urbana,1868,89.85,89.85,2005
3113,120215,SANTA ROSA DE OCOPA,Area Rural,211,10.15,100.0,2005
3114,120215,SANTA ROSA DE OCOPA,Total,2079,100.0,100.0,2005
3115,120301,CHANCHAMAYO,Area Urbana,19983,78.17,78.17,2005
3116,120301,CHANCHAMAYO,Area Rural,5582,21.83,100.0,2005
3117,120301,CHANCHAMAYO,Total,25565,100.0,100.0,2005
3118,120302,PERENE,Area Urbana,20457,41.09,41.09,2005
3119,120302,PERENE,Area Rural,29324,58.91,100.0,2005
3120,120302,PERENE,Total,49781,100.0,100.0,2005
3121,120303,PICHANAQUI,Area Urbana,17266,42.5,42.5,2005
3122,120303,PICHANAQUI,Area Rural,23359,57.5,100.0,2005
3123,120303,PICHANAQUI,Total,40625,100.0,100.0,2005
3124,120304,SAN LUIS DE SHUARO,Area Urbana,756,10.51,10.51,2005
3125,120304,SAN LUIS DE SHUARO,Area Rural,6437,89.49,100.0,2005
3126,120304,SAN LUIS DE SHUARO,Total,7193,100.0,100.0,2005
3127,120305,SAN RAMON,Area Urbana,16183,65.62,65.62,2005
3128,120305,SAN RAMON,Area Rural,8480,34.38,100.0,2005
3129,120305,SAN RAMON,Total,24663,100.0,100.0,2005
3130,120306,VITOC,Area Urbana,534,23.21,23.21,2005
3131,120306,VITOC,Area Rural,1767,76.79,100.0,2005
3132,120306,VITOC,Total,2301,100.0,100.0,2005
3133,120401,JAUJA,Area Urbana,16333,97.83,97.83,2005
3134,120401,JAUJA,Area Rural,362,2.17,100.0,2005
3135,120401,JAUJA,Total,16695,100.0,100.0,2005
3136,120402,ACOLLA,Area Urbana,5483,54.89,54.89,2005
3137,120402,ACOLLA,Area Rural,4506,45.11,100.0,2005
3138,120402,ACOLLA,Total,9989,100.0,100.0,2005
3139,120403,APATA,Area Urbana,1541,29.85,29.85,2005
3140,120403,APATA,Area Rural,3622,70.15,100.0,2005
3141,120403,APATA,Total,5163,100.0,100.0,2005
3142,120404,ATAURA,Area Urbana,1161,86.97,86.97,2005
3143,120404,ATAURA,Area Rural,174,13.03,100.0,2005
3144,120404,ATAURA,Total,1335,100.0,100.0,2005
3145,120405,CANCHAYLLO,Area Urbana,1306,56.68,56.68,2005
3146,120405,CANCHAYLLO,Area Rural,998,43.32,100.0,2005
3147,120405,CANCHAYLLO,Total,2304,100.0,100.0,2005
3148,120406,CURICACA,Area Urbana,264,14.04,14.04,2005
3149,120406,CURICACA,Area Rural,1616,85.96,100.0,2005
3150,120406,CURICACA,Total,1880,100.0,100.0,2005
3151,120407,EL MANTARO,Area Urbana,2721,94.81,94.81,2005
3152,120407,EL MANTARO,Area Rural,149,5.19,100.0,2005
3153,120407,EL MANTARO,Total,2870,100.0,100.0,2005
3154,120408,HUAMALI,Area Urbana,1503,70.96,70.96,2005
3155,120408,HUAMALI,Area Rural,615,29.04,100.0,2005
3156,120408,HUAMALI,Total,2118,100.0,100.0,2005
3157,120409,HUARIPAMPA,Area Urbana,1170,98.32,98.32,2005
3158,120409,HUARIPAMPA,Area Rural,20,1.68,100.0,2005
3159,120409,HUARIPAMPA,Total,1190,100.0,100.0,2005
3160,120410,HUERTAS,Area Urbana,1310,62.92,62.92,2005
3161,120410,HUERTAS,Area Rural,772,37.08,100.0,2005
3162,120410,HUERTAS,Total,2082,100.0,100.0,2005
3163,120411,JANJAILLO,Area Urbana,93,7.57,7.57,2005
3164,120411,JANJAILLO,Area Rural,1135,92.43,100.0,2005
3165,120411,JANJAILLO,Total,1228,100.0,100.0,2005
3166,120412,JULCAN,Area Urbana,812,99.75,99.75,2005
3167,120412,JULCAN,Area Rural,2,0.25,100.0,2005
3168,120412,JULCAN,Total,814,100.0,100.0,2005
3169,120413,LEONOR ORDOÑEZ,Area Urbana,1176,64.16,64.16,2005
3170,120413,LEONOR ORDOÑEZ,Area Rural,657,35.84,100.0,2005
3171,120413,LEONOR ORDOÑEZ,Total,1833,100.0,100.0,2005
3172,120414,LLOCLLAPAMPA,Area Urbana,947,63.6,63.6,2005
3173,120414,LLOCLLAPAMPA,Area Rural,542,36.4,100.0,2005
3174,120414,LLOCLLAPAMPA,Total,1489,100.0,100.0,2005
3175,120415,MARCO,Area Urbana,1950,77.2,77.2,2005
3176,120415,MARCO,Area Rural,576,22.8,100.0,2005
3177,120415,MARCO,Total,2526,100.0,100.0,2005
3178,120416,MASMA,Area Urbana,895,42.26,42.26,2005
3179,120416,MASMA,Area Rural,1223,57.74,100.0,2005
3180,120416,MASMA,Total,2118,100.0,100.0,2005
3181,120417,MASMA CHICCHE,Area Urbana,387,37.68,37.68,2005
3182,120417,MASMA CHICCHE,Area Rural,640,62.32,100.0,2005
3183,120417,MASMA CHICCHE,Total,1027,100.0,100.0,2005
3184,120418,MOLINOS,Area Urbana,1646,74.01,74.01,2005
3185,120418,MOLINOS,Area Rural,578,25.99,100.0,2005
3186,120418,MOLINOS,Total,2224,100.0,100.0,2005
3187,120419,MONOBAMBA,Area Urbana,354,20.85,20.85,2005
3188,120419,MONOBAMBA,Area Rural,1344,79.15,100.0,2005
3189,120419,MONOBAMBA,Total,1698,100.0,100.0,2005
3190,120420,MUQUI,Area Urbana,1171,100.0,100.0,2005
3191,120420,MUQUI,Total,1171,100.0,100.0,2005
3192,120421,MUQUIYAUYO,Area Urbana,2561,97.15,97.15,2005
3193,120421,MUQUIYAUYO,Area Rural,75,2.85,100.0,2005
3194,120421,MUQUIYAUYO,Total,2636,100.0,100.0,2005
3195,120422,PACA,Area Urbana,1017,61.34,61.34,2005
3196,120422,PACA,Area Rural,641,38.66,100.0,2005
3197,120422,PACA,Total,1658,100.0,100.0,2005
3198,120423,PACCHA,Area Urbana,900,37.3,37.3,2005
3199,120423,PACCHA,Area Rural,1513,62.7,100.0,2005
3200,120423,PACCHA,Total,2413,100.0,100.0,2005
3201,120424,PANCAN,Area Urbana,687,41.71,41.71,2005
3202,120424,PANCAN,Area Rural,960,58.29,100.0,2005
3203,120424,PANCAN,Total,1647,100.0,100.0,2005
3204,120425,PARCO,Area Urbana,1199,73.88,73.88,2005
3205,120425,PARCO,Area Rural,424,26.12,100.0,2005
3206,120425,PARCO,Total,1623,100.0,100.0,2005
3207,120426,POMACANCHA,Area Urbana,71,3.16,3.16,2005
3208,120426,POMACANCHA,Area Rural,2173,96.84,100.0,2005
3209,120426,POMACANCHA,Total,2244,100.0,100.0,2005
3210,120427,RICRAN,Area Urbana,1224,53.29,53.29,2005
3211,120427,RICRAN,Area Rural,1073,46.71,100.0,2005
3212,120427,RICRAN,Total,2297,100.0,100.0,2005
3213,120428,SAN LORENZO,Area Urbana,1878,79.85,79.85,2005
3214,120428,SAN LORENZO,Area Rural,474,20.15,100.0,2005
3215,120428,SAN LORENZO,Total,2352,100.0,100.0,2005
3216,120429,SAN PEDRO DE CHUNAN,Area Urbana,489,55.57,55.57,2005
3217,120429,SAN PEDRO DE CHUNAN,Area Rural,391,44.43,100.0,2005
3218,120429,SAN PEDRO DE CHUNAN,Total,880,100.0,100.0,2005
3219,120430,SAUSA,Area Urbana,2867,99.14,99.14,2005
3220,120430,SAUSA,Area Rural,25,0.86,100.0,2005
3221,120430,SAUSA,Total,2892,100.0,100.0,2005
3222,120431,SINCOS,Area Urbana,1899,41.47,41.47,2005
3223,120431,SINCOS,Area Rural,2680,58.53,100.0,2005
3224,120431,SINCOS,Total,4579,100.0,100.0,2005
3225,120432,TUNAN MARCA,Area Urbana,1139,83.94,83.94,2005
3226,120432,TUNAN MARCA,Area Rural,218,16.06,100.0,2005
3227,120432,TUNAN MARCA,Total,1357,100.0,100.0,2005
3228,120433,YAULI,Area Urbana,1353,78.75,78.75,2005
3229,120433,YAULI,Area Rural,365,21.25,100.0,2005
3230,120433,YAULI,Total,1718,100.0,100.0,2005
3231,120434,YAUYOS,Area Urbana,8955,93.57,93.57,2005
3232,120434,YAUYOS,Area Rural,615,6.43,100.0,2005
3233,120434,YAUYOS,Total,9570,100.0,100.0,2005
3234,120501,JUNIN,Area Urbana,12323,87.56,87.56,2005
3235,120501,JUNIN,Area Rural,1750,12.44,100.0,2005
3236,120501,JUNIN,Total,14073,100.0,100.0,2005
3237,120502,CARHUAMAYO,Area Urbana,7151,88.71,88.71,2005
3238,120502,CARHUAMAYO,Area Rural,910,11.29,100.0,2005
3239,120502,CARHUAMAYO,Total,8061,100.0,100.0,2005
3240,120503,ONDORES,Area Urbana,712,35.89,35.89,2005
3241,120503,ONDORES,Area Rural,1272,64.11,100.0,2005
3242,120503,ONDORES,Total,1984,100.0,100.0,2005
